convective_day,max_risk,primary_class,ofb_mcs_boundary_regime,dominant_hazards,storm_modes,boundary_drivers,forecast_challenges,ofb_mcs_boundary_reason,day_narrative
2024-05-06,HIGH,high_end_tornado_outbreak,likely,tornadoes|giant hail|damaging winds,long-track discrete supercells|cyclic tornadic supercells|QLCS|bowing line,dryline or composite front|residual outflow boundary|surface low|later QLCS or cold pool,ofb_placement|mode_transition|cap_conditional|mcs_timing|nocturnal_evolution,"Residual outflow and an MCV mattered regionally, but the High Risk was tied to dryline supercells and later upscale growth.","A High Risk covered a regional south-central Plains tornado outbreak. Multiple intense, long-track tornadoes with very large to giant hail were expected from discrete supercells before QLCS hazards increased."
2024-05-08,MDT,mixed_discrete_to_qlcs_outbreak,likely,tornadoes|very large hail|damaging winds,numerous supercells|clusters|embedded supercells|bow echoes,frontal zone|outflow-enhanced corridors|dryline into Texas and Oklahoma|low-level jet,prior_convection|ofb_placement|mode_transition|mcs_timing|storm_coverage_uncertain,"Ongoing storms, instability gradients, and outflow focused a multi-corridor outbreak.",A broad Moderate-risk outbreak stretched from the mid Mississippi and Ohio/Tennessee Valleys into the southern Plains. Numerous supercells produced very large hail and tornadoes before clusters and bows increased wind risk.
2024-05-09,ENH,mcv_mcs_outflow_reintensification,core,very large hail|damaging winds|tornadoes,intense supercells|bowing clusters|MCS|line segments,outflow boundary across the South|Texas dryline or warm sector|MCS cold pools,prior_convection|ofb_placement|mode_transition|mcs_timing,Outflow boundaries and upscale MCS growth were central to the Texas hail corridor and Southeast wind corridor.,"Intense Texas supercells produced very large hail, while a broader MCS and severe-wind corridor evolved into the Southeast. Tornado risk existed, but hail and damaging wind dominated."
2024-05-10,ENH,forward_propagating_mcs_wind,core,damaging winds|hail|brief tornadoes,fast squall line|bowing segments|QLCS mesovortices|small bowing clusters,prior-outflow-reinforced instability gradient|cold front|early-day MCS,prior_convection|ofb_placement|mcs_timing|instability_recovery,The ENH risk was centered on a fast MCS riding a prior-outflow-reinforced instability gradient.,"An early-day MCS drove the main severe corridor across south Georgia and north Florida. Damaging winds were primary, with some QLCS tornado risk before the system moved offshore."
2024-05-13,ENH,mcv_mcs_outflow_reintensification,core,damaging winds|very large hail|tornadoes,supercells|bow-echo MCS|clusters|low-topped coastal storms,trailing outflow boundary in south Texas|Gulf Coast MCS track|sea-breeze or stationary boundary in Florida,prior_convection|ofb_placement|mcs_timing|boundary_interaction,A bow-echo MCS and trailing outflow boundary dominated the Texas to Louisiana hazard evolution.,Multiple severe corridors developed from south Texas and Louisiana to Florida. South Texas supercells produced hail while an organized bow-echo MCS crossed Louisiana with significant wind reports.
2024-05-16,ENH,mcv_mcs_outflow_reintensification,core,damaging winds|large hail|tornadoes,organized clusters|embedded bowing segments|supercells on south flank|squall line,composite outflow boundary|central Texas to Louisiana instability gradient|storm-cluster cold pool,prior_convection|ofb_placement|mode_transition|mcs_timing,"The composite outflow boundary controlled initiation, tornado potential, and the southeast Texas to Louisiana MCS corridor.","Central and southeast Texas storms developed along and just south of a composite outflow boundary. Large buoyancy supported clusters, bowing segments, and supercells before the wind corridor moved into Louisiana."
2024-05-19,MDT,derecho_or_serial_mcs_wind,likely,damaging winds|giant hail|tornadoes,supercells|upscale-growing MCS|squall line|long-lived bow,outflow boundary in central Kansas|dryline|elevated mixed-layer plume|strengthening low-level jet,ofb_placement|mode_transition|mcs_timing|storm_coverage_uncertain,Outflow-boundary initiation and cold-pool upscale growth were key to the derecho-like corridor.,"A Moderate-risk central Plains event emphasized potential derecho winds across Kansas and northern Oklahoma. Initial supercells produced giant hail and tornado potential, then storm clusters congealed into a severe line."
2024-05-22,ENH,mixed_discrete_to_qlcs_outbreak,likely,large hail|damaging winds|tornadoes,supercells|bowing line segments|clusters|linear segments,cold front|outflow or congealing storm boundary|Texas warm sector|Arkansas and Tennessee storm band,ofb_placement|mode_transition|storm_coverage_uncertain,Congealing outflow and linear transitions were central to the damaging-wind corridors.,"A long swath of severe storms extended from central Texas to the lower Great Lakes. Texas supercells had the largest hail and tornado risk, while clusters farther east emphasized damaging wind."
2024-05-23,ENH,forward_propagating_mcs_wind,core,damaging winds|very large hail|tornadoes,supercells|bowing MCS|linear MCS|clusters,tail-end supercell complex|dryline from Oklahoma to Texas|low-level jet into Nebraska and Iowa|MCV over Kentucky and Tennessee,mcs_timing|mode_transition|ofb_placement|nocturnal_evolution,The Nebraska and Iowa wind swath depended on upscale growth from a tail-end supercell complex into a bowing MCS.,Dryline supercells occurred in Oklahoma and Texas while the central Plains MCS threat grew overnight. The most likely ENH hazard became damaging wind from Nebraska into Iowa.
2024-05-24,ENH,multi_region_multi_mode,core,large hail|damaging winds|tornadoes,bow echo|supercells|clusters|line segments,morning bow-echo outflow boundary|cold front|dryline into Texas|Midwest instability plume,prior_convection|instability_recovery|ofb_placement|mode_transition,A predawn bow echo and outflow boundary directly affected the Midwest risk and later recovery.,A messy multi-region day followed a severe morning bow echo over northern Illinois and southern Wisconsin. Its outflow complicated the Midwest risk while southern Plains storms developed in extreme buoyancy.
2024-05-25,MDT,high_end_tornado_outbreak,core,tornadoes|giant hail|damaging winds,long-lived supercells|tornadic supercells|upscale-growing MCS|embedded supercells,dryline from Texas to Oklahoma and Kansas|convective outflow|low-level jet|warm sector recovery,ofb_placement|instability_recovery|mode_transition|mcs_timing|nocturnal_evolution,Convective outflow and recovery controlled where surface-based supercells persisted and where destructive wind growth occurred.,A central and southern Plains outbreak produced intense tornado and giant-hail potential from north Texas into Oklahoma and Kansas. Later upscale growth increased destructive wind potential into Missouri and Arkansas.
2024-05-26,MDT,mixed_discrete_to_qlcs_outbreak,core,damaging winds|tornadoes|large hail,discrete supercells|supercell clusters|bow echo|QLCS,Ozarks to lower Ohio Valley warm sector|ongoing MCS or cold pool|open warm-sector initiation,prior_convection|mcs_timing|mode_transition|ofb_placement|boundary_interaction,"Multiple ongoing rounds, MCS cold pools, and new supercells along their flanks controlled the hazards.","Multiple severe rounds affected the Ozarks, Mississippi Valley, and Ohio/Tennessee Valleys. Discrete supercells produced strong tornado concern while an MCS brought a significant wind corridor."
2024-05-28,ENH,mcv_mcs_outflow_reintensification,core,damaging winds|large hail|tornadoes,bowing MCS|supercells|outflow-dominant clusters|elevated storms,residual outflow across Texas|central or southern High Plains dryline|Rio Grande MCS,ofb_placement|mcs_timing|mode_transition|storm_coverage_uncertain,Residual outflow and repeated MCSs controlled the southeast Texas and west Texas severe evolution.,"Severe storms developed over much of Texas, with an early bowing MCS along the upper Texas coast and later supercells over west Texas. Residual outflow repeatedly focused renewed storms."
2024-05-30,ENH,dryline_supercell_hail_tornado,likely,large hail|damaging winds|isolated tornadoes,supercells|linear MCS|QLCS|bowing segments,southern High Plains dryline|cold front|outflow ahead of the line,ofb_placement|mode_transition|mcs_timing|storm_coverage_uncertain,Outflow from the Panhandle line affected the wind and tornado corridor while the dryline focused hail risk.,West and central Texas had the main ENH threat with supercells capable of baseball-size hail and a couple tornadoes. A linear MCS introduced a severe wind corridor and later QLCS development.
2024-06-01,ENH,high_plains_upslope_supercells,likely,damaging winds|large hail|isolated tornadoes,supercells|organized clusters|MCS|multicell clusters,residual outflow boundary|lee trough or dryline|MCV from morning convection|High Plains terrain circulations,prior_convection|mcv_track|ofb_placement|mcs_timing,Residual outflow and a likely MCV were tied to storm maintenance and later clustering.,Scattered severe storms developed across the central and southern High Plains and spread into the adjacent Plains. MCV and outflow processes aided storm clusters while dryline and upslope initiation supported supercells.
2024-06-02,ENH,forward_propagating_mcs_wind,core,damaging winds|very large hail|tornadoes,bowing MCS|supercells|linear clusters|QLCS,remnant outflow boundary|central Plains MCS track|subtle baroclinic boundary in east Texas or Louisiana,ofb_placement|mcs_timing|mode_transition|prior_convection,A remnant outflow boundary and subsequent bowing MCS were central to the ENH corridor.,"A widespread Plains severe day produced multiple clusters, with the main risk evolving into a pronounced bowing MCS over Nebraska and Kansas. Farther south, an east Texas MCS added another wind and hail corridor."
